[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12,[H]c1nc(C([H])([H])[H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1[H]
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H],[H]c1nc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H]
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c([H])c1F
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])[H]
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc(Cl)c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1c([H])c(F)c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H]
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])F
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])OC([H])([H])[H]
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H],[H]c1nc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c([H])c1F
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])[H]
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc(Cl)c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(F)c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H]
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])F
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])OC([H])([H])[H]
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])(C([H])([H])[H])C([H])([H])[H],[H]c1nc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c([H])c1F
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc(Cl)c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(F)c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])F
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])OC([H])([H])[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c([H])c1F
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc(Cl)c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(F)c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c1[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])F
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])C([H])([H])OC([H])([H])[H]
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c1Cl,[H]c1nc([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1-c1nnc2c(C([H])([H])[H])nc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3n12
[H]c1c([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c(Cl)c([H])c1F,[H]c1nc([H])c(-c2nnc3c(C([H])([H])[H])nc4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4n23)c([H])c1OC([H])([H])[H]
